Date,Predicted Temperature (°C)
2024-11-24,18.73226182797112
2024-11-25,19.601185439082233
2024-11-26,19.96976182797112
2024-11-27,19.5397271057489
2024-11-28,19.123234050193343
2024-11-29,19.268546550193342
2024-11-30,19.681220161304452
2024-12-01,18.82010905019334
2024-12-02,18.225490994637788
2024-12-03,16.89771321686001
