Date,Predicted Temperature (°C)
2024-11-24,12.966289605748898
2024-11-25,12.966289605748898
2024-11-26,12.966289605748898
2024-11-27,12.966289605748898
2024-11-28,12.966289605748898
2024-11-29,12.966289605748898
2024-11-30,12.966289605748898
2024-12-01,12.966289605748898
2024-12-02,12.966289605748898
2024-12-03,12.966289605748898
